google_id,name,dept,h_index,i10index,min_year,max_year,t_publication,t_pubs_citations,highest_citations,mean_of_IF,mean_of_co_authors,num_nsf,t_deflated_nsf,num_nih,t_deflated_nih,Y05yr,KTotal,KDirect,KMediated,Chi,BetCentrality,PRCentrality,XDIndicator,SchoolRank
W4TCTGQAAAAJ,JOSE ALBERTO FEIJO ,BIO,39,70,1987,2017,76,5898,583,7.209,5.553,1,0,0,0,1985,127,3,124,0.06956521739130435,1527.0523717187634,0.00017781864548218642,BIO,55
W4Y0jUIAAAAJ,YURY MAKARYCHEV ,CS,19,28,1997,2017,44,1184,153,1.208,2.955,2,580542,0,0,1995,110,5,105,0.10810810810810811,146.84077683483,0.0001480839729407889,CS,34
w5HUeWoAAAAJ,DOUGLAS G MCMAHON ,BIO,41,68,1983,2016,72,4303,315,4.723,5.306,0,0,56,14722265,1980,113,2,111,0.046632124352331605,3867,0.0002105129265448976,BIO,26
W6gQqWcAAAAJ,JELANI OSEI NELSON ,CS,17,22,2005,2016,36,1082,155,1.769,3.167,3,742526,0,0,2005,102,6,96,0.09090909090909091,325.49939224879574,0.00016792203617068226,CS,18
w88NouMAAAAJ,AARON DAVID STRIEGEL ,CS,23,47,2000,2016,104,1546,127,1.851,3.317,14,5470666,0,0,2000,125,6,119,0.11842105263157894,2854.1421490273124,0.0002220354040948833,CS,60
W8xJZWMAAAAJ,GARY C AN ,BIO,31,59,1999,2017,103,2939,176,3.316,4.99,2,327334,2,385540,1995,183,1,182,0.20634920634920634,0,0.00006207593855044487,XD,14
w90wOucAAAAJ,YANG LIU ,CS,33,85,2002,2016,119,3140,241,1.717,3.58,13,1891100,69,19520832,1995,1316,65,1251,0.7514792899408284,237908.10177994063,0.0018343059952236854,XD,70
w99b8LQAAAAJ,VIRGINIA E PAPAIOANNOU ,BIO,62,128,1972,2016,153,16254,2385,7.259,4.32,1,431987,45,14294774,1970,386,3,383,0.1044776119402985,258.1504637608506,0.00014056070256147617,BIO,14
w9oekBcAAAAJ,VOLKER P BRENDEL ,BIO,48,86,1984,2016,103,6826,428,6.811,4.252,13,18406624,0,0,1980,337,6,331,0.41089108910891087,661.3724267229975,0.0001761453785494997,XD,52
WA9DXAwAAAAJ,ARDALAN AMIRI SANI ,CS,7,5,2009,2016,19,166,55,0.488,4.737,0,0,0,0,2005,80,2,78,0.15625,0,0.00007799826177824251,CS,29
Waaj7a8AAAAJ,INDRANIL SEN GUPTA ,CS,34,75,1984,2017,126,4032,410,1.276,3.722,7,5361254,0,0,1980,237,8,229,0.07567567567567568,1766.8997027398157,0.00019974850774758277,CS,5
WAMUnQ0AAAAJ,MAUREEN ELIZABETH HOATLIN ,BIO,37,56,1985,2013,57,5353,558,9.541,16.807,0,0,0,0,1985,322,5,317,0.0962800875273523,682.8150958357973,0.0001880906735400018,BIO,68
WANIT2oAAAAJ,JOSHUA B PLOTKIN ,BIO,41,80,1999,2016,110,7484,797,10.28,3.873,0,0,0,0,1995,431,10,421,0.26285714285714284,9023.605226343823,0.0003311549657679475,BIO,19
waPNWUYAAAAJ,ROSS C HARDISON ,BIO,72,176,1975,2016,191,20035,1715,9.926,10.901,1,14751,23,8871389,1975,1102,33,1069,0.6581758422350041,31355.282882000356,0.000780544828162936,XD,42
watx0IAAAAAJ,EDWARD WILLIAM FELTEN ,CS,58,113,1985,2016,130,10594,955,1.595,3.777,9,9825514,0,0,1985,309,23,286,0.11258278145695365,7774.984297562277,0.000473067973483568,CS,8
wAvLcd4AAAAJ,BRUCE M APPLEGATE ,BIO,29,47,1989,2017,63,2898,427,4.388,5.429,0,0,0,0,1985,122,1,121,0.09770114942528736,0,0.0000855278744235315,BIO,55
wb-DKCIAAAAJ,SHAM MACHANDRANATH KAKADE ,CS,47,83,1999,2016,96,7634,559,2.658,3.24,3,1192450,0,0,1995,217,9,208,0.12345679012345678,1028.1725575391258,0.00022360804855404976,CS,6
wbIMbL8AAAAJ,WOJCIECH MATUSIK ,CS,52,110,2000,2016,156,9207,1050,3.867,4.981,8,5314735,0,0,2000,289,21,268,0.06719367588932806,8440.366854713644,0.0004900552947140591,CS,1
wBwrU9kAAAAJ,TAREK M FAHMY ,BIO,39,70,1993,2016,90,5675,1146,9.871,6.167,4,1917183,8,2364543,1990,317,4,313,0.1323529411764706,368.64211451052313,0.00016359226420956335,BIO,7
WBxUHh4AAAAJ,BARRY L WILLIAMS ,BIO,12,13,1995,2016,20,1767,1174,6.491,4.45,0,0,3,159669,1995,66,7,59,0.125,3624.2421251259343,0.00025146067177338926,BIO,50
wbZc9nUAAAAJ,CESARE TINELLI ,CS,34,60,1996,2016,87,5457,662,1.468,3.333,9,3299296,0,0,1995,128,2,126,0.11267605633802817,34.2247306122188,0.0000987266715062195,CS,63
Wb_lnjAAAAAJ,JACOB EISENSTEIN ,CS,30,62,1997,2016,84,4114,574,1.581,3.048,4,822561,0,0,1995,206,15,191,0.10204081632653061,3966.3893571035755,0.0003495363965227059,CS,9
wCfYkMkAAAAJ,ALESSANDRO ORSO ,CS,45,88,1995,2016,111,7019,551,1.208,3.216,12,4927871,0,0,1995,180,17,163,0.07017543859649122,12414.793898810458,0.00041470829720727844,CS,9
wCxzFrMAAAAJ,YASUTAKA FURUKAWA ,CS,22,27,2003,2015,32,5411,1938,3.908,4.438,2,283091,0,0,2000,133,12,121,0.14492753623188406,557.3215249261327,0.00027147101729879463,CS,40
wC_ntLYAAAAJ,ANDREW WS APPEL ,CS,49,107,1981,2016,116,9247,800,0.981,2.319,14,6151566,0,0,1980,199,10,189,0.11538461538461539,6569.36927302237,0.0002905893915919416,CS,8
wdVRIS0AAAAJ,WILLIAM CROFT RATCLIFF ,BIO,12,14,2008,2016,23,535,186,8.69,3.13,2,253394,0,0,2005,35,1,34,0.038461538461538464,0,0.00007222648503949522,BIO,55
wDYPIQYAAAAJ,SHARON MIRIAM SWARTZ ,BIO,33,58,1985,2017,92,2801,223,4.019,4.402,11,3897781,0,0,1985,186,10,176,0.3448275862068966,15578.5520904059,0.00036105635822198534,XD,34
WE8H3b8AAAAJ,SHARON AVIRAN ,BIO,9,9,2001,2016,20,453,199,4.312,4.3,0,0,4,550645,2000,145,2,143,0.43243243243243246,669.4539490891198,0.00009333041693139225,XD,19
We8Oy0EAAAAJ,PIETER PEERS ,CS,22,26,2002,2015,40,1516,200,3.463,4.7,4,1015744,0,0,2000,133,4,129,0.125,187.82631243159145,0.0001166682408186637,CS,70
wE9QVowAAAAJ,LUCIA C STRADER ,BIO,20,24,2003,2016,25,1465,440,6.677,7.16,1,429379,10,1299005,2000,108,4,104,0.12,837.7082574399919,0.00019197157171862436,BIO,11
weEOvS8AAAAJ,ADRIAN MARCHETTI ,BIO,18,20,2004,2015,23,1973,531,9.157,11.826,3,1234670,0,0,2000,170,3,167,0.12690355329949238,248.95096849801652,0.00012771220133653388,BIO,26
WeqC_-MAAAAJ,JOOHYUNG LEE ,CS,21,37,2001,2015,50,1850,456,1.974,2.52,4,986679,0,0,2000,265,3,262,0.12195121951219512,79.93392944402008,0.00012013296581311054,CS,48
WEQF9DgAAAAJ,RAVI SUNDARAM ,CS,29,50,1992,2016,71,2655,264,1.363,4.324,4,1023896,0,0,1990,345,11,334,0.12857142857142856,5039.904410548544,0.0002885911295342786,CS,60
WfGLzyAAAAAJ,DAISUKE KIHARA ,BIO,34,68,1996,2016,116,3727,345,5.604,8.457,8,3986595,11,2617748,1995,753,13,740,0.5443886097152428,10508.143513704543,0.00034967314797305335,XD,55
wfoOdtgAAAAJ,RUKUN MAO ,CS,6,2,2009,2013,9,139,91,0.92,2.778,0,0,0,0,2005,39,0,39,0.3,0,0,CS,70
WfS41RAAAAAJ,JONATHAN R ULLMAN ,CS,15,18,2010,2017,28,760,102,0.8,3.393,0,0,0,0,2010,128,6,122,0.11428571428571428,295.5581379105786,0.00015222593508212672,CS,60
wg3lXyYAAAAJ,BOR-YUH EVAN CHANG ,CS,15,25,2002,2015,38,1373,716,0.488,3.105,5,602501,0,0,2000,85,6,79,0.05,817.7545890623336,0.0001800919638408748,CS,40
WGRYgBEAAAAJ,GEORGIOS E FAINEKOS ,CS,23,36,2003,2016,65,2319,316,1.493,3.138,6,1146791,0,0,2000,50,6,44,0.07547169811320754,2544.2296678712923,0.00017715817502608506,CS,48
WH2KmRgAAAAJ,DAVID W JACOBS ,CS,46,85,1987,2016,125,11784,1603,3.831,3.36,17,8178293,0,0,1985,304,25,279,0.16201117318435754,17252.380016877334,0.0005955453566835455,XD,15
wH5ptyoAAAAJ,MARA H SHERMAN ,BIO,11,12,2007,2016,14,637,202,12.276,11.286,0,0,0,0,2005,192,4,188,0.20388349514563106,844.7625220208197,0.00014840936891379188,BIO,68
whhr40wAAAAJ,CHRISTOPHER B FIELD ,BIO,122,287,1980,2016,295,56405,2806,8.005,6.19,17,8243996,0,0,1980,452,12,440,0.08932714617169374,4171.176418831615,0.0003713401745839406,BIO,1
WHOHV3AAAAAJ,DAN ROTH ,CS,62,214,1992,2016,298,15860,960,2.315,3.346,7,3120008,0,0,1990,616,35,581,0.1404109589041096,38389.57278624564,0.0007395825099444941,CS,5
WhOUNxsAAAAJ,JUN HUANG ,BIO,12,12,2004,2016,13,880,240,14.55,6.769,3,921088,5,497283,2000,363,11,352,0.4803921568627451,11147.499036885321,0.00031949059315453717,XD,14
Why1TLIAAAAJ,ROBERT H ROBICHAUX ,BIO,27,37,1976,2016,42,2323,271,4.124,3.286,4,1168140,0,0,1975,70,3,67,0.029850746268656716,4189.990058232946,0.00016258562575850814,BIO,38
wiCTwdYAAAAJ,CHANDAN K SEN ,BIO,81,250,1992,2016,302,20182,880,4.078,5.937,0,0,41,11154140,1990,386,8,378,0.09672619047619048,7021.803054619259,0.0003446276672372322,XD,42
WiIM-MgAAAAJ,MINGYAN LIU ,CS,36,81,1997,2016,167,7851,1435,2.409,2.94,7,2190627,0,0,1995,384,7,377,0.21739130434782608,8216.813718588572,0.0002387542741563061,CS,13
wil5NhcAAAAJ,FRANCES H ARNOLD ,BIO,107,298,1985,2016,336,32320,1603,10.033,3.923,12,6174845,0,0,1985,354,10,344,0.12048192771084337,10484.547150230777,0.00040529271063843023,BIO,5
wIujAJoAAAAJ,BENJAMIN DAVID DURME ,CS,26,54,2003,2017,87,1938,197,0,3.609,0,0,0,0,2000,108,5,103,0.0380952380952381,305.85877993607494,0.0001520726079638879,CS,28
wivIgKkAAAAJ,ITAMAR ELHANANY ,CS,20,25,1999,2008,48,700,107,1.522,2.896,5,742761,0,0,1995,36,2,34,0.07272727272727272,10620.229491872842,0.00013553394331554765,CS,70
wJ4NywgAAAAJ,UMUT A ACAR ,CS,25,45,2000,2016,68,2109,250,0.763,3.471,3,1302653,0,0,2000,115,7,108,0.046875,3933.580455001096,0.00020762782211392305,CS,1
Wj4ZBFIAAAAJ,DAVID A PATTERSON ,CS,89,273,1974,2016,317,44536,13314,2.719,4.539,21,26184189,43,20617887,1970,862,53,809,0.34590163934426227,90434.16946595557,0.0011160711478494436,XD,1
wjPrcoUAAAAJ,RICHARD E LENSKI ,BIO,89,194,1981,2016,211,24581,982,11.923,4,19,37132671,0,0,1980,515,26,489,0.14138817480719795,51483.98823079288,0.0007326754040551715,XD,50
wkC9xHMAAAAJ,JUSTINE CASSELL ,CS,55,112,1984,2016,140,10814,796,1.702,3.536,14,6883569,0,0,1980,228,12,216,0.09326424870466321,4478.25875069144,0.00034055785093275954,CS,1
WKcmjR8AAAAJ,MICHAEL S BARKER ,BIO,22,33,2003,2016,39,2532,548,7.685,9.308,0,0,0,0,1995,511,16,495,0.33090909090909093,10897.089027903574,0.0005029372571892894,XD,38
WKfXwHkAAAAJ,RUSSELL DAWSON FERNALD ,BIO,55,158,1968,2017,192,10819,687,5.363,3.224,2,427425,35,9661985,1965,283,6,277,0.148014440433213,4041.6434760092775,0.0002240804620436635,BIO,1
wKoaJ-4AAAAJ,BIN WANG ,BIO,8,8,2009,2015,13,179,43,4.292,4.154,9,2990382,19,2745405,1995,662,41,621,0.625,96802.32398694896,0.0011824883479815437,XD,42
wLkWxZUAAAAJ,MOHAMED SARWAT ,CS,11,12,2011,2016,27,587,208,1.505,3.926,1,0,0,0,2010,75,1,74,0.03333333333333333,0,0.0000633352436628035,CS,48
WLlk2q4AAAAJ,JANE ROSSING FRANKENBERGER ,BIO,21,31,1996,2017,57,1798,239,2.095,5.579,0,0,0,0,1995,156,2,154,0.08333333333333333,0,0.0001454129769738939,BIO,55
WLN3QrAAAAAJ,YANN ANDRE LECUN ,CS,89,211,1985,2016,242,42112,7199,3.706,4.343,3,2331009,0,0,1985,309,9,300,0.11604095563139932,4193.881089365591,0.00024780922983971365,XD,29
WLnFGVsAAAAJ,JASON H BRICKNER ,BIO,23,28,1994,2016,32,1839,294,7.371,5.063,0,0,0,0,1990,136,2,134,0.12222222222222222,630.7568700862079,0.00011192686530334606,BIO,26
wlp2c0IAAAAJ,TRACY ANNE HAMMOND ,CS,19,35,2001,2016,113,1736,220,1.412,3.389,9,1996793,0,0,2000,64,2,62,0.06363636363636363,235.4315165265598,0.00009030796048722757,CS,40
WlpF5a0AAAAJ,COLEEN T MURPHY ,BIO,25,35,1998,2016,40,4773,1566,14.424,6.75,0,0,0,0,1995,327,3,324,0.5439560439560439,277.128238284305,0.00011779040094382015,XD,9
Wlq5rZEAAAAJ,ISIL DILLIG ,CS,16,20,2007,2017,34,964,114,0.735,3.559,1,209737,0,0,2005,72,5,67,0.08571428571428572,835.3538701792017,0.00015813276359925914,CS,9
wlQYpPUAAAAJ,TORY A HENDRY ,BIO,9,8,2006,2015,14,979,444,4.636,7.143,0,0,0,0,2005,94,5,89,0.24193548387096775,6875.743256035698,0.0001938091131341509,XD,11
WLsp7pEAAAAJ,OWEN L ASTRACHAN ,CS,19,29,1990,2015,64,1153,123,3.214,3.734,12,6071294,0,0,1990,140,7,133,0.06611570247933884,2595.960114331444,0.0002290669345459815,CS,25
wLTWHvMAAAAJ,LAURA ANNE BANASZYNSKI ,BIO,14,16,1998,2016,19,2355,645,16.534,7.105,0,0,0,0,1995,142,0,142,0.1323529411764706,0,0,BIO,19
WLvuu74AAAAJ,GENE Y TSUDIK ,CS,81,160,1989,2016,190,25323,1827,1.733,3.426,10,5313156,0,0,1985,402,15,387,0.10606060606060606,8153.289192053921,0.00034792441124828944,CS,29
wmWYM34AAAAJ,FRANCES S CHEW ,BIO,25,32,1974,2015,38,2180,274,2.725,2.658,2,384850,0,0,1970,28,2,26,0.022727272727272728,172.16137291646587,0.00012676272264773575,BIO,68
WnJPVDMAAAAJ,W MARK SALTZMAN ,BIO,74,207,1987,2016,238,15980,1586,8.954,4.807,0,0,58,16211692,1985,447,10,437,0.10493827160493827,8563.918190119062,0.00033705085701157063,XD,7
WNOWLXAAAAAJ,JING KONG ,CS,93,278,1995,2016,393,44732,6119,8.807,6.921,4,3947627,35,9862426,1995,1150,18,1132,0.2175408426483233,36269.107101893314,0.0005606214917262985,XD,1
WOAlvmoAAAAJ,KATHERINE ANNE HELLER ,CS,20,31,2003,2016,41,1452,234,5.838,3.585,5,1019067,0,0,2000,162,5,157,0.3709677419354839,5807.993030431579,0.00020444301091752254,XD,25
woqUivYAAAAJ,ANNA LYSYANSKAYA ,CS,36,54,1998,2015,71,7864,1150,1.258,3.127,7,2942182,0,0,1995,108,13,95,0.03389830508474576,1377.848890781549,0.00028132580554065373,CS,20
Wov5tYoAAAAJ,DAVID I AUGUST ,CS,37,81,1995,2015,82,5067,613,1.104,4.683,13,7222567,0,0,1995,208,9,199,0.07692307692307693,1710.3703261828452,0.000226708780549137,CS,8
wOYUPpwAAAAJ,RAMESH C JAIN ,CS,84,338,1974,2016,489,37057,6806,2.582,3.174,18,6394622,0,0,1970,664,18,646,0.14444444444444443,13229.839464612456,0.00044130844869828855,XD,29
wpadxmYAAAAJ,MATTHEW V ROCKMAN ,BIO,26,30,2000,2016,38,2918,344,11.402,4.263,1,14214,5,1427858,2000,162,10,152,0.2413793103448276,6803.439481327645,0.000327709652280358,BIO,68
Wph6P_IAAAAJ,VIRGINIA VASSILEVSKA WILLIAMS ,CS,22,33,2003,2016,40,1300,482,0.808,2.425,4,628112,0,0,2000,48,2,46,0,47.384351786800416,0.00008513712025600881,CS,1
WPwXQlEAAAAJ,JACK RAYMOND WANDS ,BIO,98,416,1970,2016,572,31932,987,9.173,5.222,0,0,0,0,1970,393,2,391,0.05982905982905983,573.6196737771163,0.00008901011980247354,BIO,34
wQ6SdQQAAAAJ,CHRISTINE M HRENYA ,BIO,28,54,1995,2017,84,2264,214,2.713,3.762,12,2018467,0,0,1995,67,1,66,0.07407407407407407,0,0.00025641025641025646,BIO,30
Wq8XTykAAAAJ,RICHARD A BONNEAU ,BIO,44,84,2001,2016,119,7043,453,9.543,10.067,5,5874251,0,0,2000,879,17,862,0.43031123139377536,22225.75956163706,0.0004809134496434428,XD,68
wQdo-bMAAAAJ,NIKOLAOS P PAPANIKOLOPOULOS ,CS,52,181,1988,2016,319,10269,944,2.516,3.809,32,17228886,0,0,1985,170,7,163,0.068,799.0971094061154,0.00020145524861152445,CS,29
wQFijrcAAAAJ,KARL K BERGGREN ,CS,49,106,1992,2016,181,8662,617,7.711,8.26,6,2597332,0,0,1990,333,4,329,0.09851301115241635,1442.5952197060212,0.00017173940952521232,CS,1
wQsQxFoAAAAJ,SAHOTRA SARKAR ,BIO,45,119,1984,2016,160,5101,332,3.631,2.6,2,352477,0,0,1980,78,1,77,0.06060606060606061,0,0.00007004091154277613,BIO,30
wQzELzEAAAAJ,CHRISTOPHER NEILL ,BIO,38,80,1981,2017,101,4636,350,3.066,6.149,0,0,0,0,1980,147,7,140,0.05511811023622047,1265.2015425301618,0.00022843455953554438,BIO,34
wREhVVoAAAAJ,M WAYNE DAVIS ,BIO,22,24,1994,2016,29,2760,474,19.231,6.103,0,0,0,0,1990,168,3,165,0.13043478260869565,135.07909533944022,0.00015809072898964263,BIO,55
WRlzk3UAAAAJ,I LEE ,CS,8,7,2009,2016,9,91,37,0.488,4.111,1,428671,0,0,2000,261,13,248,0.20535714285714285,6526.950315593177,0.0003051353443420877,CS,40
wRRKmnMAAAAJ,MICHAEL S LEWICKI ,CS,28,39,1994,2014,46,6514,1158,8.283,2.152,6,3393235,0,0,1990,29,1,28,0.2727272727272727,0,0.00006914216592771197,CS,70
wRUow4cAAAAJ,CHARLES EDWARD MITCHELL ,BIO,25,39,1999,2016,60,7631,1836,12.018,10.617,12,3359196,0,0,1995,315,14,301,0.3526315789473684,9451.616654859743,0.00041853810081404085,XD,26
wRwQUW8AAAAJ,PETER Y LWIGALE ,BIO,12,12,1999,2016,25,500,80,3.424,2.8,0,0,0,0,1995,21,1,20,0.14285714285714285,0,0.00008340376032502542,BIO,42
wrzZzwYAAAAJ,VINOD GANAPATHY ,CS,22,32,2002,2016,48,1686,226,1.688,3.729,8,3088218,0,0,2000,273,13,260,0.08196721311475409,6792.63820452208,0.0003187674423367817,CS,34
Ws0GjboAAAAJ,JAN VITEK ,CS,45,101,1989,2016,128,5710,384,0.984,3.781,29,12654500,0,0,1985,197,11,186,0.07317073170731707,4850.352900736172,0.00032221568454487835,CS,60
Wsh4RjcAAAAJ,DUSTIN REID RUBENSTEIN ,BIO,27,41,1995,2016,57,2299,567,5.503,3.614,6,857411,0,0,1995,146,7,139,0.056074766355140186,5679.244191627763,0.0002780984283146733,BIO,14
WSN7T_YAAAAJ,RONALD CRAIG ARKIN ,CS,54,145,1987,2017,178,13074,2740,1.743,2.753,5,1405789,0,0,1985,187,3,184,0.17197452229299362,3867,0.00015474274622434979,XD,9
WSNyy6cAAAAJ,RASHID BASHIR ,CS,11,14,2010,2015,17,648,202,6.666,6.471,1,1047022,0,0,2005,27,1,26,0.2545454545454545,0,0.00007203543043655752,XD,1
wSslNAcAAAAJ,STEPHEN M HEDRICK ,BIO,64,126,1977,2016,151,14338,1306,13.262,5.583,1,577144,66,18892578,1975,395,8,387,0.1228813559322034,2533.416445372046,0.00026516479942538214,XD,14
wT-9XmoAAAAJ,ROBERT JOSEPH FULL ,BIO,62,135,1979,2016,204,14640,1922,4.258,3.779,13,13499414,0,0,1975,221,9,212,0.18983050847457628,17601.092032290882,0.0003814939163544411,XD,4
WT2SHy0AAAAJ,KAI SHEN ,CS,32,60,1998,2016,75,2872,211,1.294,3.213,15,6031664,2,106319,1995,132,8,124,0.4880952380952381,4718.747257407766,0.0002472942376196949,XD,52
WtalCkkAAAAJ,ALEXANDER VARDY ,CS,48,114,1990,2016,165,8809,1359,1.721,2.806,12,4536865,0,0,1990,150,7,143,0.06796116504854369,812.1108399721556,0.00018835046207917733,CS,15
WTkytQcAAAAJ,CHRISTINE MARIE JANIS ,BIO,49,88,1976,2016,76,5627,973,3.923,2.882,2,257221,0,0,1975,107,2,105,0.07446808510638298,221.34155311248028,0.00010407918727350315,BIO,34
Wtm4VtQAAAAJ,SUSAN C ALBERTS ,BIO,51,106,1987,2016,137,8146,600,5.905,4.81,11,4264627,9,2120040,1985,224,14,210,0.2807017543859649,14749.270906593598,0.0004432227149844772,XD,11
wtROIIAAAAAJ,MARK L SIEGAL ,BIO,21,30,1996,2016,35,2100,428,7.454,3.286,3,1000050,11,3141316,1995,146,7,139,0.21666666666666667,2246.4987166717033,0.00023436536777173076,BIO,68
wtZwMSgAAAAJ,DANIEL BARBARA ,CS,43,90,1981,2016,120,8603,725,1.636,3.033,3,995903,0,0,1980,245,15,230,0.09917355371900827,3594.6578041490343,0.0003801493611066662,CS,67
wUArfPgAAAAJ,DAVID GODBE ANDERSEN ,CS,49,83,1999,2016,101,10728,2571,1.487,5.198,14,10601322,0,0,1995,584,17,567,0.12429378531073447,2533.660526998782,0.0003497642405417206,CS,1
WUb-KZ0AAAAJ,GODMAR V BACK ,CS,20,26,1996,2014,41,1878,366,1.052,2.878,4,911740,0,0,1995,103,5,98,0.08888888888888889,1533.3850679466634,0.00017424577703978463,CS,40
wUPKh58AAAAJ,ROBERTA L KLATZKY ,CS,74,218,1969,2017,301,17356,1439,3.238,3.449,10,3429880,0,0,1965,178,4,174,0.14233576642335766,814.2194669723168,0.00012410723128092473,XD,1
WUWmiBcAAAAJ,EVE E MARDER ,BIO,83,214,1974,2017,245,17072,1156,8.105,3.159,5,8598825,0,0,1970,128,4,124,0.12435233160621761,8672.152919952325,0.00023938071027142303,BIO,55
WV7XovQAAAAJ,VIKTOR GRUEV ,CS,20,33,1999,2016,88,1212,139,3.194,3.841,6,1576800,0,0,1995,67,4,63,0.28888888888888886,3677.8636634756153,0.00015220604436951582,XD,40
WwGhXqYAAAAJ,STEPHEN PORDER ,BIO,21,26,2003,2017,47,2060,659,6.725,5.362,3,573474,0,0,2000,122,4,118,0.050359712230215826,403.9643093997678,0.00015541666553127122,BIO,34
wwkGLrcAAAAJ,SING-HOI SZE ,CS,22,28,1997,2016,42,2671,686,5.214,4.905,3,2062552,0,0,1995,156,6,150,0.4827586206896552,3492.8283768268648,0.00018576678785825332,XD,40
wX0XpxMAAAAJ,JOHN M MELLOR-CRUMMEY ,CS,47,97,1987,2016,140,8873,1324,1.344,4.914,6,6010093,0,0,1985,416,18,398,0.30864197530864196,21494.398813663618,0.00048188910252198016,XD,20
WxQyOYQAAAAJ,HENRY A KAUTZ ,CS,72,138,1982,2016,182,25330,1267,2.119,4.28,12,7026146,0,0,1980,527,20,507,0.14802631578947367,8022.612590609101,0.0004443857560570207,CS,52
wXtiyQcAAAAJ,CHRISTOPHER DOBRIAN ,CS,5,4,1991,2012,11,243,108,0,1.364,0,0,0,0,1990,0,0,0,0,0,0,CS,29
Wy89g4IAAAAJ,CHO-JUI HSIEH ,CS,22,29,2008,2016,39,7258,4760,2.097,4.154,0,0,0,0,2005,67,6,61,0.11538461538461539,400.25567060623627,0.00018619048377601152,CS,34
wyCIJfQAAAAJ,PAUL DOURISH ,CS,67,142,1992,2016,179,21882,2969,1.707,2.978,14,7528921,0,0,1990,275,20,255,0.07567567567567568,9591.567306908879,0.0005234763593109096,CS,29
WYctQAQAAAAJ,GARTH A GIBSON ,CS,60,122,1986,2016,144,17591,3771,2.048,4.59,9,3954554,0,0,1985,507,22,485,0.1346938775510204,8840.403301325883,0.00046056832465111064,CS,1
WYcYBMwAAAAJ,PAUL S BLAER ,CS,8,8,2000,2011,11,397,125,2.059,2.636,0,0,0,0,2000,10,1,9,0.125,0,0.00006613621671016941,CS,15
wYggXHoAAAAJ,ALEX T PANG ,CS,33,65,1990,2016,112,3650,486,1.893,3.089,5,1247996,0,0,1990,69,2,67,0.12121212121212122,44.95631755233029,0.00009442458850393999,CS,56
wYJOq-wAAAAJ,SIDNEY L SHAW ,BIO,30,39,1990,2015,46,2683,372,6.625,4.587,3,1101401,0,0,1990,130,9,121,0.1981981981981982,5635.421862181576,0.0003257604376267717,XD,34
WYWEZqgAAAAJ,ANDREAS KLOECKNER ,CS,8,8,2004,2016,13,525,355,1.816,3.231,2,329079,0,0,2000,28,0,28,0,0,0,CS,5
WZjvuBgAAAAJ,THOMAS J ROBERTS ,BIO,26,42,1993,2016,54,3381,576,4.028,3.185,3,1298375,15,3188864,1990,38,5,33,0.14705882352941177,3940.8045226041677,0.00024379060584486177,BIO,34
WZUJGbsAAAAJ,DAVID MCNEAR RAND ,BIO,41,68,1981,2016,65,3943,292,6.23,3.338,16,5136744,19,5208341,1980,191,4,187,0.1262135922330097,1197.648195406603,0.0001659480034994309,BIO,34
w_HJY2MAAAAJ,SHYAMNATH GOLLAKOTA ,CS,21,26,2006,2016,37,3957,1358,1.426,3.865,0,0,0,0,2005,152,9,143,0.03636363636363636,1062.4951735924826,0.00022012157853060693,CS,6
W_KpAMcAAAAJ,WAI TAT FU ,CS,23,41,1999,2016,94,2531,261,2.771,2.777,3,765541,0,0,1995,147,2,145,0.07228915662650602,0,0.00008024146671777662,CS,5
w_Q7iBoAAAAJ,DAVID F KOTZ ,CS,66,155,1986,2016,181,13042,854,1.738,4.133,11,7347772,1,0,1985,400,9,391,0.12184873949579832,2384.187967499275,0.00022906889051773125,CS,40
X-jrgkEAAAAJ,GAUDENZ DANUSER ,BIO,59,123,1991,2016,133,11073,669,9.835,5.316,0,0,58,18115095,1990,326,12,314,0.18373493975903615,6873.152700911768,0.0004093622112862721,XD,19
x05pUHsAAAAJ,ZHIRU ZHANG ,CS,19,26,2003,2016,42,1567,354,1.484,4.262,4,1221165,0,0,2000,154,4,150,0.1875,286.9518886963247,0.00013694644701885936,CS,6
X08l_4IAAAAJ,DINESH MANOCHA ,CS,85,295,1990,2017,439,26403,2686,1.932,3.747,15,4902975,3,1788350,1990,538,29,509,0.15616438356164383,28305.99911255507,0.0006969851923625662,XD,25
x0OsogEAAAAJ,LEYSIA ANN PALEN ,CS,49,72,1995,2016,82,10531,964,4.689,3.171,8,5123989,0,0,1995,110,3,107,0.08333333333333333,294.15387970004286,0.0001121804910753334,CS,40
X0XWAGkAAAAJ,MATTHEW DANIEL GREEN ,CS,23,33,2000,2016,50,3865,1065,1.618,4.78,8,4850225,0,0,2000,195,21,174,0.09859154929577464,7131.596557819564,0.0004580044459716422,XD,28
X1sH8R0AAAAJ,OTTAR NORDAL BJOERNSTAD ,BIO,60,124,1991,2017,120,9174,680,7.248,4.333,5,2362546,0,0,1990,199,12,187,0.14027149321266968,10748.157139745956,0.00038532612106873,BIO,42
X2Qs7XYAAAAJ,MANI BHUSHAN SRIVASTAVA ,CS,93,275,1991,2016,399,42008,2433,1.905,4.617,21,29732432,0,0,1990,645,35,610,0.1217564870259481,34308.83843387949,0.0007585496995576863,CS,13
